IdContatore;Edificio;Data;Valore;Stato
2005;Biblioteca Civica;2025-10-03;108,5;OK
2006;Asilo Nido Girotondo;2025-10-03;75,5;OK
2007;Asilo Nido Girotondo;2025-10-03;31,6;OK
2008;Piscina Comunale;2025-10-03;1.274,3;OK
2009;Piscina Comunale;2025-10-03;125,3;OK
2010;Centro Sportivo Città di Lodi;2025-10-03;206,2;OK
2001;Scuola Primaria Dante Alighieri;2025-10-04;86,9;OK
2002;Scuola Primaria Dante Alighieri;2025-10-04;34,0;OK
2003;Palazzo Comunale – Piazza Libertà;2025-10-04;143,8;OK
2004;Palazzo Comunale – Piazza Libertà;2025-10-04;44,7;OK
2005;Biblioteca Civica;2025-10-04;66,4;OK
2006;Asilo Nido Girotondo;2025-10-04;39,4;OK
2007;Asilo Nido Girotondo;2025-10-04;24,7;OK
2008;Piscina Comunale;2025-10-04;673,0;OK
2009;Piscina Comunale;2025-10-04;126,3;OK
2010;Centro Sportivo Città di Lodi;2025-10-04;140,8;OK
2001;Scuola Primaria Dante Alighieri;2025-10-05;64,5;OK
2002;Scuola Primaria Dante Alighieri;2025-10-05;30,4;OK
2003;Palazzo Comunale – Piazza Libertà;2025-10-05;128,5;OK
2004;Palazzo Comunale – Piazza Libertà;2025-10-05;42,1;OK
2005;Biblioteca Civica;2025-10-05;48,3;OK
2006;Asilo Nido Girotondo;2025-10-05;32,1;OK
2007;Asilo Nido Girotondo;2025-10-05;22,9;OK
2008;Piscina Comunale;2025-10-05;695,2;OK
2009;Piscina Comunale;2025-10-05;185,9;OK
2010;Centro Sportivo Città di Lodi;2025-10-05;125,7;OK
2001;Scuola Primaria Dante Alighieri;2025-10-06;143,7;OK
2002;Scuola Primaria Dante Alighieri;2025-10-06;26,6;OK
2003;Palazzo Comunale – Piazza Libertà;2025-10-06;262,0;OK
2004;Palazzo Comunale – Piazza Libertà;2025-10-06;73,6;OK
2005;Biblioteca Civica;2025-10-06;96,6;OK
2006;Asilo Nido Girotondo;2025-10-06;72,1;OK
2007;Asilo Nido Girotondo;2025-10-06;26,3;OK
2008;Piscina Comunale;2025-10-06;1.216,2;OK
2009;Piscina Comunale;2025-10-06;137,8;ERR
2010;Centro Sportivo Città di Lodi;2025-10-06;201,1;OK
2001;Scuola Primaria Dante Alighieri;2025-10-07;155,6;OK
2002;Scuola Primaria Dante Alighieri;2025-10-07;35,8;OK
2003;Palazzo Comunale – Piazza Libertà;2025-10-07;232,9;OK
2004;Palazzo Comunale – Piazza Libertà;2025-10-07;65,5;OK
2005;Biblioteca Civica;2025-10-07;100,3;OK
2006;Asilo Nido Girotondo;2025-10-07;73,4;OK
2007;Asilo Nido Girotondo;2025-10-07;30,3;STIMA
2008;Piscina Comunale;2025-10-07;1.177,0;OK
2009;Piscina Comunale;2025-10-07;159,2;OK
2010;Centro Sportivo Città di Lodi;2025-10-07;237,2;OK
2001;Scuola Primaria Dante Alighieri;2025-10-08;;OK
2002;Scuola Primaria Dante Alighieri;2025-10-08;43,9;OK
2003;Palazzo Comunale – Piazza Libertà;2025-10-08;259,1;OK
2004;Palazzo Comunale – Piazza Libertà;2025-10-08;42,1;STIMA
2005;Biblioteca Civica;2025-10-08;109,6;OK
2006;Asilo Nido Girotondo;2025-10-08;66,1;OK
2007;Asilo Nido Girotondo;2025-10-08;34,4;OK
2008;Piscina Comunale;2025-10-08;1.171,2;STIMA
2009;Piscina Comunale;2025-10-08;183,4;OK
2010;Centro Sportivo Città di Lodi;2025-10-08;232,6;OK
2001;Scuola Primaria Dante Alighieri;2025-10-09;151,0;OK
2002;Scuola Primaria Dante Alighieri;2025-10-09;43,4;OK
2003;Palazzo Comunale – Piazza Libertà;2025-10-09;279,0;OK
2004;Palazzo Comunale – Piazza Libertà;2025-10-09;48,5;OK
2005;Biblioteca Civica;2025-10-09;98,3;OK
2006;Asilo Nido Girotondo;2025-10-09;70,9;OK
2007;Asilo Nido Girotondo;2025-10-09;24,0;OK
2008;Piscina Comunale;2025-10-09;1.281,5;ERR
2009;Piscina Comunale;2025-10-09;141,7;ERR
2010;Centro Sportivo Città di Lodi;2025-10-09;239,6;OK
2001;Scuola Primaria Dante Alighieri;2025-10-10;155,8;OK
2002;Scuola Primaria Dante Alighieri;2025-10-10;27,3;OK
2003;Palazzo Comunale – Piazza Libertà;2025-10-10;245,5;OK
2004;Palazzo Comunale – Piazza Libertà;2025-10-10;77,5;OK
2005;Biblioteca Civica;2025-10-10;102,7;OK
2006;Asilo Nido Girotondo;2025-10-10;68,9;OK
2007;Asilo Nido Girotondo;2025-10-10;18,5;OK
2008;Piscina Comunale;2025-10-10;1.251,8;STIMA
2009;Piscina Comunale;2025-10-10;200,4;OK
2010;Centro Sportivo Città di Lodi;2025-10-10;227,4;OK
2001;Scuola Primaria Dante Alighieri;2025-10-11;70,4;OK
2002;Scuola Primaria Dante Alighieri;2025-10-11;27,9;OK
2003;Palazzo Comunale – Piazza Libertà;2025-10-11;158,2;OK
2004;Palazzo Comunale – Piazza Libertà;2025-10-11;67,8;OK
2005;Biblioteca Civica;2025-10-11;64,7;OK
2006;Asilo Nido Girotondo;2025-10-11;45,9;OK
2007;Asilo Nido Girotondo;2025-10-11;26,2;OK
2008;Piscina Comunale;2025-10-11;639,5;ERR
2009;Piscina Comunale;2025-10-11;186,1;OK
2010;Centro Sportivo Città di Lodi;2025-10-11;129,1;OK
2001;Scuola Primaria Dante Alighieri;2025-10-12;87,4;OK
2002;Scuola Primaria Dante Alighieri;2025-10-12;44,8;OK
2003;Palazzo Comunale – Piazza Libertà;2025-10-12;142,1;OK
2004;Palazzo Comunale – Piazza Libertà;2025-10-12;80,9;OK
2005;Biblioteca Civica;2025-10-12;61,3;OK
2006;Asilo Nido Girotondo;2025-10-12;38,2;OK
2007;Asilo Nido Girotondo;2025-10-12;26,2;OK
2008;Piscina Comunale;2025-10-12;610,2;STIMA
2009;Piscina Comunale;2025-10-12;146,6;OK
2010;Centro Sportivo Città di Lodi;2025-10-12;123,7;OK
2001;Scuola Primaria Dante Alighieri;2025-10-13;140,5;OK
2002;Scuola Primaria Dante Alighieri;2025-10-13;44,7;OK
2003;Palazzo Comunale – Piazza Libertà;2025-10-13;266,9;OK
2004;Palazzo Comunale – Piazza Libertà;2025-10-13;72,4;OK
2005;Biblioteca Civica;2025-10-13;108,2;OK
2006;Asilo Nido Girotondo;2025-10-13;68,2;OK
2007;Asilo Nido Girotondo;2025-10-13;29,0;OK
2008;Piscina Comunale;2025-10-13;1.246,7;OK
2009;Piscina Comunale;2025-10-13;189,3;OK
2010;Centro Sportivo Città di Lodi;2025-10-13;221,4;OK
2001;Scuola Primaria Dante Alighieri;2025-10-14;161,5;OK
2002;Scuola Primaria Dante Alighieri;2025-10-14;43,7;OK
2003;Palazzo Comunale – Piazza Libertà;2025-10-14;253,2;OK
2004;Palazzo Comunale – Piazza Libertà;2025-10-14;72,1;OK
2005;Biblioteca Civica;2025-10-14;94,2;OK
2006;Asilo Nido Girotondo;2025-10-14;66,7;OK
2007;Asilo Nido Girotondo;2025-10-14;35,6;STIMA
2008;Piscina Comunale;2025-10-14;1.161,4;OK
2009;Piscina Comunale;2025-10-14;140,0;OK
2010;Centro Sportivo Città di Lodi;2025-10-14;219,6;OK
2001;Scuola Primaria Dante Alighieri;2025-10-15;155,4;OK
2002;Scuola Primaria Dante Alighieri;2025-10-15;33,2;OK
2003;Palazzo Comunale – Piazza Libertà;2025-10-15;245,8;STIMA
2004;Palazzo Comunale – Piazza Libertà;2025-10-15;76,2;OK
2005;Biblioteca Civica;2025-10-15;103,2;OK
2006;Asilo Nido Girotondo;2025-10-15;74,6;OK
2007;Asilo Nido Girotondo;2025-10-15;34,6;OK
2008;Piscina Comunale;2025-10-15;1.223,0;OK
2009;Piscina Comunale;2025-10-15;166,8;OK
2010;Centro Sportivo Città di Lodi;2025-10-15;238,3;OK
2001;Scuola Primaria Dante Alighieri;2025-10-16;139,7;OK
2002;Scuola Primaria Dante Alighieri;2025-10-16;55,6;OK
2003;Palazzo Comunale – Piazza Libertà;2025-10-16;257,4;OK
2004;Palazzo Comunale – Piazza Libertà;2025-10-16;90,0;OK
2005;Biblioteca Civica;2025-10-16;95,8;OK
2006;Asilo Nido Girotondo;2025-10-16;71,2;OK
2007;Asilo Nido Girotondo;2025-10-16;21,2;OK
2008;Piscina Comunale;2025-10-16;1.165,4;OK
2009;Piscina Comunale;2025-10-16;212,6;OK
2010;Centro Sportivo Città di Lodi;2025-10-16;229,9;OK
2001;Scuola Primaria Dante Alighieri;2025-10-17;142,9;OK
2002;Scuola Primaria Dante Alighieri;2025-10-17;55,7;OK
2003;Palazzo Comunale – Piazza Libertà;2025-10-17;275,8;STIMA
2004;Palazzo Comunale – Piazza Libertà;2025-10-17;88,2;OK
2005;Biblioteca Civica;2025-10-17;99,4;OK
2006;Asilo Nido Girotondo;2025-10-17;71,5;OK
2007;Asilo Nido Girotondo;2025-10-17;24,1;OK
2008;Piscina Comunale;2025-10-17;1.273,1;OK
2009;Piscina Comunale;2025-10-17;214,2;OK
2010;Centro Sportivo Città di Lodi;2025-10-17;234,9;OK
2001;Scuola Primaria Dante Alighieri;2025-10-18;77,2;OK
2002;Scuola Primaria Dante Alighieri;2025-10-18;44,9;OK
2003;Palazzo Comunale – Piazza Libertà;2025-10-18;149,8;OK
2004;Palazzo Comunale – Piazza Libertà;2025-10-18;60,5;OK
2005;Biblioteca Civica;2025-10-18;47,5;OK
2006;Asilo Nido Girotondo;2025-10-18;44,5;STIMA
2007;Asilo Nido Girotondo;2025-10-18;22,7;OK
2008;Piscina Comunale;2025-10-18;647,1;OK
2009;Piscina Comunale;2025-10-18;204,8;OK
2010;Centro Sportivo Città di Lodi;2025-10-18;138,1;OK
2001;Scuola Primaria Dante Alighieri;2025-10-19;81,3;ERR
2002;Scuola Primaria Dante Alighieri;2025-10-19;50,5;OK
2003;Palazzo Comunale – Piazza Libertà;2025-10-19;147,2;OK
2004;Palazzo Comunale – Piazza Libertà;2025-10-19;64,1;OK
2005;Biblioteca Civica;2025-10-19;50,7;OK
2006;Asilo Nido Girotondo;2025-10-19;42,6;OK
2007;Asilo Nido Girotondo;2025-10-19;35,3;OK
2008;Piscina Comunale;2025-10-19;733,0;OK
2009;Piscina Comunale;2025-10-19;223,3;OK
2010;Centro Sportivo Città di Lodi;2025-10-19;125,7;OK
2001;Scuola Primaria Dante Alighieri;2025-10-20;154,3;OK
2002;Scuola Primaria Dante Alighieri;2025-10-20;38,4;OK
2003;Palazzo Comunale – Piazza Libertà;2025-10-20;254,8;OK
2004;Palazzo Comunale – Piazza Libertà;2025-10-20;88,2;OK
2005;Biblioteca Civica;2025-10-20;102,3;OK
2006;Asilo Nido Girotondo;2025-10-20;80,6;OK
2007;Asilo Nido Girotondo;2025-10-20;27,1;OK
2008;Piscina Comunale;2025-10-20;1.206,3;OK
2009;Piscina Comunale;2025-10-20;153,1;OK
2010;Centro Sportivo Città di Lodi;2025-10-20;205,6;OK
2001;Scuola Primaria Dante Alighieri;2025-10-21;152,5;OK
2002;Scuola Primaria Dante Alighieri;2025-10-21;57,4;OK
2003;Palazzo Comunale – Piazza Libertà;2025-10-21;253,8;OK
2004;Palazzo Comunale – Piazza Libertà;2025-10-21;63,7;OK
2005;Biblioteca Civica;2025-10-21;115,4;OK
2006;Asilo Nido Girotondo;2025-10-21;68,8;OK
2007;Asilo Nido Girotondo;2025-10-21;23,9;OK
2008;Piscina Comunale;2025-10-21;1.301,8;OK
2009;Piscina Comunale;2025-10-21;231,7;OK
2010;Centro Sportivo Città di Lodi;2025-10-21;232,1;OK
2001;Scuola Primaria Dante Alighieri;2025-10-22;135,1;OK
2002;Scuola Primaria Dante Alighieri;2025-10-22;44,6;OK
2003;Palazzo Comunale – Piazza Libertà;2025-10-22;268,8;OK
2004;Palazzo Comunale – Piazza Libertà;2025-10-22;83,4;OK
2005;Biblioteca Civica;2025-10-22;102,4;OK
2006;Asilo Nido Girotondo;2025-10-22;69,1;OK
2007;Asilo Nido Girotondo;2025-10-22;31,7;OK
2008;Piscina Comunale;2025-10-22;1.279,6;OK
2009;Piscina Comunale;2025-10-22;170,0;OK
2010;Centro Sportivo Città di Lodi;2025-10-22
2001;Scuola Primaria Dante Alighieri;2025-10-23;154,7;OK
2002;Scuola Primaria Dante Alighieri;2025-10-23;42,5;OK
2003;Palazzo Comunale – Piazza Libertà;2025-10-23;251,2;OK
2004;Palazzo Comunale – Piazza Libertà;2025-10-23;69,8;OK
2005;Biblioteca Civica;2025-10-23;103,9;OK
2006;Asilo Nido Girotondo;2025-10-23;72,8;OK
2007;Asilo Nido Girotondo;2025-10-23;25,2;OK
2008;Piscina Comunale;2025-10-23;1.288,6;OK
2009;Piscina Comunale;2025-10-23;212,6;OK
2010;Centro Sportivo Città di Lodi;2025-10-23;256,1;OK
2001;Scuola Primaria Dante Alighieri;2025-10-24;161,4;OK
2002;Scuola Primaria Dante Alighieri;2025-10-24;39,3;OK
2003;Palazzo Comunale – Piazza Libertà;2025-10-24;246,9;OK
2004;Palazzo Comunale – Piazza Libertà;2025-10-24;71,9;OK
2005;Biblioteca Civica;2025-10-24;103,7;OK
2006;Asilo Nido Girotondo;2025-10-24;78,8;OK
2007;Asilo Nido Girotondo;2025-10-24;40,9;OK
2008;Piscina Comunale;2025-10-24;1.261,8;OK
2009;Piscina Comunale;2025-10-24;214,3;OK
2010;Centro Sportivo Città di Lodi;2025-10-24;250,7;STIMA
2001;Scuola Primaria Dante Alighieri;2025-10-25;69,0;OK
2002;Scuola Primaria Dante Alighieri;2025-10-25;45,5;OK
2003;Palazzo Comunale – Piazza Libertà;2025-10-25;135,8;OK
2004;Palazzo Comunale – Piazza Libertà;2025-10-25;67,5;OK
2005;Biblioteca Civica;2025-10-25;61,9;OK
2006;Asilo Nido Girotondo;2025-10-25;38,6;OK
2007;Asilo Nido Girotondo;2025-10-25;41,7;OK
2008;Piscina Comunale;2025-10-25;621,6;OK
2009;Piscina Comunale;2025-10-25;164,5;OK
2010;Centro Sportivo Città di Lodi;2025-10-25;149,3;OK
2001;Scuola Primaria Dante Alighieri;2025-10-26;85,4;OK
2002;Scuola Primaria Dante Alighieri;2025-10-26;48,5;OK
2003;Palazzo Comunale – Piazza Libertà;2025-10-26;172,0;OK
2004;Palazzo Comunale – Piazza Libertà;2025-10-26;72,0;OK
2005;Biblioteca Civica;2025-10-26;52,1;OK
2006;Asilo Nido Girotondo;2025-10-26;35,0;OK
2007;Asilo Nido Girotondo;2025-10-26;31,7;OK
2008;Piscina Comunale;2025-10-26;689,2;OK
2009;Piscina Comunale;2025-10-26;244,8;OK
2010;Centro Sportivo Città di Lodi;2025-10-26;114,3;OK
2001;Scuola Primaria Dante Alighieri;2025-10-27;143,0;OK
2002;Scuola Primaria Dante Alighieri;2025-10-27;51,6;OK
2003;Palazzo Comunale – Piazza Libertà;2025-10-27;288,6;STIMA
2004;Palazzo Comunale – Piazza Libertà;2025-10-27;89,8;OK
2005;Biblioteca Civica;2025-10-27;100,3;OK
2006;Asilo Nido Girotondo;2025-10-27;79,2;OK
2007;Asilo Nido Girotondo;2025-10-27;43,3;OK
2008;Piscina Comunale;2025-10-27;1.254,7;OK
2009;Piscina Comunale;2025-10-27;170,1;OK
2010;Centro Sportivo Città di Lodi;2025-10-27;257,0;OK
2001;Scuola Primaria Dante Alighieri;2025-10-28;146,6;OK
2002;Scuola Primaria Dante Alighieri;2025-10-28;54,5;OK
2003;Palazzo Comunale – Piazza Libertà;2025-10-28;284,2;OK
2004;Palazzo Comunale – Piazza Libertà;2025-10-28;66,3;OK
2005;Biblioteca Civica;2025-10-28;102,1;OK
2006;Asilo Nido Girotondo;2025-10-28;79,8;OK
2007;Asilo Nido Girotondo;2025-10-28;27,4;OK
2008;Piscina Comunale;2025-10-28;1.337,1;OK
2009;Piscina Comunale;2025-10-28;204,5;OK
2010;Centro Sportivo Città di Lodi;2025-10-28;238,9;OK
2001;Scuola Primaria Dante Alighieri;2025-10-29;143,2;OK
2002;Scuola Primaria Dante Alighieri;2025-10-29;55,8;OK
2003;Palazzo Comunale – Piazza Libertà;2025-10-29;273,4;OK
2004;Palazzo Comunale – Piazza Libertà;2025-10-29;101,7;OK
2005;Biblioteca Civica;2025-10-29;102,0;OK
2006;Asilo Nido Girotondo;2025-10-29;80,9;OK
2007;Asilo Nido Girotondo;2025-10-29;37,1;OK
2008;Piscina Comunale;2025-10-29;1.193,4;OK
2009;Piscina Comunale;2025-10-29;174,7;OK
2010;Centro Sportivo Città di Lodi;2025-10-29;215,2;OK
2001;Scuola Primaria Dante Alighieri;2025-10-30;165,7;OK
2002;Scuola Primaria Dante Alighieri;2025-10-30;66,1;OK
2003;Palazzo Comunale – Piazza Libertà;2025-10-30;246,9;STIMA
2004;Palazzo Comunale – Piazza Libertà;2025-10-30;71,0;OK
2005;Biblioteca Civica;2025-10-30;106,0;OK
2006;Asilo Nido Girotondo;2025-10-30;70,9;OK
2007;Asilo Nido Girotondo;2025-10-30;42,4;OK
2008;Piscina Comunale;2025-10-30;1.199,6;OK
2009;Piscina Comunale;2025-10-30;184,4;OK
2010;Centro Sportivo Città di Lodi;2025-10-30;240,5;OK
2001;Scuola Primaria Dante Alighieri;2025-10-31;167,5;OK
2002;Scuola Primaria Dante Alighieri;2025-10-31;51,8;OK
2003;Palazzo Comunale – Piazza Libertà;2025-10-31;254,4;OK
2004;Palazzo Comunale – Piazza Libertà;2025-10-31;73,3;OK
2005;Biblioteca Civica;2025-10-31;113,6;OK
2006;Asilo Nido Girotondo;2025-10-31;69,4;OK
2007;Asilo Nido Girotondo;2025-10-31;31,7;OK
2008;Piscina Comunale;2025-10-31;1.288,0;OK
2009;Piscina Comunale;2025-10-31;188,2;OK
2010;Centro Sportivo Città di Lodi;2025-10-31;232,0;STIMA
2001;Scuola Primaria Dante Alighieri;2025-11-01;98,3;OK
2002;Scuola Primaria Dante Alighieri;2025-11-01;44,2;OK
2003;Palazzo Comunale – Piazza Libertà;2025-11-01;162,3;OK
2004;Palazzo Comunale – Piazza Libertà;2025-11-01;73,7;OK
2005;Biblioteca Civica;2025-11-01;64,0;OK
2006;Asilo Nido Girotondo;2025-11-01;44,1;ERR
2007;Asilo Nido Girotondo;2025-11-01;41,1;OK
2008;Piscina Comunale;2025-11-01;733,5;OK
2009;Piscina Comunale;2025-11-01;185,9;OK
2010;Centro Sportivo Città di Lodi;2025-11-01;115,5;OK
2001;Scuola Primaria Dante Alighieri;2025-11-02;75,2;OK
2002;Scuola Primaria Dante Alighieri;2025-11-02;59,4;OK
2003;Palazzo Comunale – Piazza Libertà;2025-11-02;154,2;OK
2004;Palazzo Comunale – Piazza Libertà;2025-11-02;88,4;OK
2005;Biblioteca Civica;2025-11-02;57,4;OK
2006;Asilo Nido Girotondo;2025-11-02;44,6;OK
2007;Asilo Nido Girotondo;2025-11-02;40,9;STIMA
2008;Piscina Comunale;2025-11-02;664,0;OK
2009;Piscina Comunale;2025-11-02;205,9;OK
2010;Centro Sportivo Città di Lodi;2025-11-02;108,0;OK
2001;Scuola Primaria Dante Alighieri;2025-11-03;158,3;OK
2002;Scuola Primaria Dante Alighieri;2025-11-03;63,9;OK
2003;Palazzo Comunale – Piazza Libertà;2025-11-03;273,2;OK
2004;Palazzo Comunale – Piazza Libertà;2025-11-03;104,6;OK
2005;Biblioteca Civica;2025-11-03;116,0;OK
2006;Asilo Nido Girotondo;2025-11-03;81,8;OK
2007;Asilo Nido Girotondo;2025-11-03;41,6;OK
2008;Piscina Comunale;2025-11-03;1.310,7;OK
2009;Piscina Comunale;2025-11-03;245,9;OK
2010;Centro Sportivo Città di Lodi;2025-11-03;226,0;ERR
2001;Scuola Primaria Dante Alighieri;2025-11-04;161,0;OK
2002;Scuola Primaria Dante Alighieri;2025-11-04;49,9;OK
2003;Palazzo Comunale – Piazza Libertà;2025-11-04;301,5;OK
2004;Palazzo Comunale – Piazza Libertà;2025-11-04;71,9;OK
2005;Biblioteca Civica;2025-11-04;115,2;OK
2006;Asilo Nido Girotondo;2025-11-04;73,5;OK
2007;Asilo Nido Girotondo;2025-11-04;42,5;OK
2008;Piscina Comunale;2025-11-04;1.272,9;OK
2009;Piscina Comunale;2025-11-04;198,2;OK
2010;Centro Sportivo Città di Lodi;2025-11-04;225,8;OK
2001;Scuola Primaria Dante Alighieri;2025-11-05;166,5;OK
2002;Scuola Primaria Dante Alighieri;2025-11-05;65,8;OK
2003;Palazzo Comunale – Piazza Libertà;2025-11-05;270,0;OK
2004;Palazzo Comunale – Piazza Libertà;2025-11-05;106,2;OK
2005;Biblioteca Civica;2025-11-05;122,0;OK
2006;Asilo Nido Girotondo;2025-11-05;76,2;OK
2007;Asilo Nido Girotondo;2025-11-05;34,4;OK
2008;Piscina Comunale;2025-11-05;1.296,0;OK
2009;Piscina Comunale;2025-11-05;200,3;ERR
2010;Centro Sportivo Città di Lodi;2025-11-05;251,6;OK
2001;Scuola Primaria Dante Alighieri;2025-11-06;160,0;OK
2002;Scuola Primaria Dante Alighieri;2025-11-06;66,1;OK
2003;Palazzo Comunale – Piazza Libertà;2025-11-06;258,6;ERR
2004;Palazzo Comunale – Piazza Libertà;2025-11-06;107,4;OK
2005;Biblioteca Civica;2025-11-06;116,8;OK
2006;Asilo Nido Girotondo;2025-11-06;81,5;OK
2007;Asilo Nido Girotondo;2025-11-06;47,1;OK
2008;Piscina Comunale;2025-11-06;1.226,2;OK
2009;Piscina Comunale;2025-11-06;222,3;OK
2010;Centro Sportivo Città di Lodi;2025-11-06;228,4;OK
2001;Scuola Primaria Dante Alighieri;2025-11-07;161,6;OK
2002;Scuola Primaria Dante Alighieri;2025-11-07;68,7;OK
2003;Palazzo Comunale – Piazza Libertà;2025-11-07;294,6;OK
2004;Palazzo Comunale – Piazza Libertà;2025-11-07;83,3;OK
2005;Biblioteca Civica;2025-11-07;116,3;OK
2006;Asilo Nido Girotondo;2025-11-07;74,3;OK
2007;Asilo Nido Girotondo;2025-11-07;33,1;OK
2008;Piscina Comunale;2025-11-07;1.205,5;OK
2009;Piscina Comunale;2025-11-07;273,3;OK
2010;Centro Sportivo Città di Lodi;2025-11-07;257,8;OK
2001;Scuola Primaria Dante Alighieri;2025-11-08;80,1;OK
2002;Scuola Primaria Dante Alighieri;2025-11-08;55,6;OK
2003;Palazzo Comunale – Piazza Libertà;2025-11-08;159,4;OK
2004;Palazzo Comunale – Piazza Libertà;2025-11-08;89,8;OK
2005;Biblioteca Civica;2025-11-08;70,9;ERR
2006;Asilo Nido Girotondo;2025-11-08;42,2;OK
2007;Asilo Nido Girotondo;2025-11-08;41,4;OK
2008;Piscina Comunale;2025-11-08;721,0;OK
2009;Piscina Comunale;2025-11-08;269,9;OK
2010;Centro Sportivo Città di Lodi;2025-11-08;110,2;OK
2001;Scuola Primaria Dante Alighieri;2025-11-09;96,8;OK
2002;Scuola Primaria Dante Alighieri;2025-11-09;56,4;OK
2003;Palazzo Comunale – Piazza Libertà;2025-11-09;137,1;OK
2004;Palazzo Comunale – Piazza Libertà;2025-11-09;84,7;OK
2005;Biblioteca Civica;2025-11-09;71,0;OK
2006;Asilo Nido Girotondo;2025-11-09;50,8;OK
2007;Asilo Nido Girotondo;2025-11-09;35,7;OK
2008;Piscina Comunale;2025-11-09;773,5;OK
2009;Piscina Comunale;2025-11-09;212,2;OK
2010;Centro Sportivo Città di Lodi;2025-11-09;125,3;OK
2001;Scuola Primaria Dante Alighieri;2025-11-10;166,9;OK
2002;Scuola Primaria Dante Alighieri;2025-11-10;66,4;OK
2003;Palazzo Comunale – Piazza Libertà;2025-11-10;286,5;OK
2004;Palazzo Comunale – Piazza Libertà;2025-11-10;87,1;OK
2005;Biblioteca Civica;2025-11-10;119,5;OK
2006;Asilo Nido Girotondo;2025-11-10;79,0;OK
2007;Asilo Nido Girotondo;2025-11-10;35,8;OK
2008;Piscina Comunale;2025-11-10;1.281,3;OK
2009;Piscina Comunale;2025-11-10;254,4;OK
2010;Centro Sportivo Città di Lodi;2025-11-10;250,0;OK
2001;Scuola Primaria Dante Alighieri;2025-11-11;159,2;OK
2002;Scuola Primaria Dante Alighieri;2025-11-11;57,4;OK
2003;Palazzo Comunale – Piazza Libertà;2025-11-11;304,6;OK
2004;Palazzo Comunale – Piazza Libertà;2025-11-11;109,3;OK
2005;Biblioteca Civica;2025-11-11;124,6;OK
2006;Asilo Nido Girotondo;2025-11-11;80,2;OK
2007;Asilo Nido Girotondo;2025-11-11;46,6;OK
2008;Piscina Comunale;2025-11-11;1.331,2;OK
2009;Piscina Comunale;2025-11-11;199,9;OK
2010;Centro Sportivo Città di Lodi;2025-11-11;233,9;OK
2001;Scuola Primaria Dante Alighieri;2025-11-12;168,3;OK
2002;Scuola Primaria Dante Alighieri;2025-11-12;62,6;STIMA
2003;Palazzo Comunale – Piazza Libertà;2025-11-12;288,0;OK
2004;Palazzo Comunale – Piazza Libertà;2025-11-12;98,6;OK
2005;Biblioteca Civica;2025-11-12;123,6;OK
2006;Asilo Nido Girotondo;2025-11-12;77,5;OK
2007;Asilo Nido Girotondo;2025-11-12;47,0;OK
2008;Piscina Comunale;2025-11-12;1.343,9;STIMA
2009;Piscina Comunale;2025-11-12;208,4;OK
2010;Centro Sportivo Città di Lodi;2025-11-12;220,4;OK
2001;Scuola Primaria Dante Alighieri;2025-11-13;148,2;OK
2002;Scuola Primaria Dante Alighieri;2025-11-13;77,3;OK
2003;Palazzo Comunale – Piazza Libertà;2025-11-13;298,4;OK
2004;Palazzo Comunale – Piazza Libertà;2025-11-13;118,6;OK
2005;Biblioteca Civica;2025-11-13;117,1;ERR
2006;Asilo Nido Girotondo;2025-11-13;82,2;OK
2007;Asilo Nido Girotondo;2025-11-13;38,9;OK
2008;Piscina Comunale;2025-11-13;1.357,5;STIMA
2009;Piscina Comunale;2025-11-13;246,6;STIMA
2010;Centro Sportivo Città di Lodi;2025-11-13;239,8;STIMA
2001;Scuola Primaria Dante Alighieri;2025-11-14;161,2;STIMA
2002;Scuola Primaria Dante Alighieri;2025-11-14;59,6;OK
2003;Palazzo Comunale – Piazza Libertà;2025-11-14;307,8;OK
2004;Palazzo Comunale – Piazza Libertà;2025-11-14;90,6;OK
2005;Biblioteca Civica;2025-11-14;120,5;OK
2006;Asilo Nido Girotondo;2025-11-14;71,8;OK
2007;Asilo Nido Girotondo;2025-11-14;36,3;OK
2008;Piscina Comunale;2025-11-14;1.279,3;OK
2009;Piscina Comunale;2025-11-14;237,2;OK
2010;Centro Sportivo Città di Lodi;2025-11-14;236,5;STIMA
2001;Scuola Primaria Dante Alighieri;2025-11-15;95,2;OK
2002;Scuola Primaria Dante Alighieri;2025-11-15;80,7;OK
2003;Palazzo Comunale – Piazza Libertà;2025-11-15;133,4;OK
2004;Palazzo Comunale – Piazza Libertà;2025-11-15;90,2;STIMA
2005;Biblioteca Civica;2025-11-15;69,9;OK
2006;Asilo Nido Girotondo;2025-11-15;50,9;OK
2007;Asilo Nido Girotondo;2025-11-15;49,0;OK
2008;Piscina Comunale;2025-11-15;716,2;OK
2009;Piscina Comunale;2025-11-15;256,1;OK
2010;Centro Sportivo Città di Lodi;2025-11-15;157,4;OK
2001;Scuola Primaria Dante Alighieri;2025-11-16;83,6;OK
2002;Scuola Primaria Dante Alighieri;2025-11-16;69,1;OK
2003;Palazzo Comunale – Piazza Libertà;2025-11-16;160,0;OK
2004;Palazzo Comunale – Piazza Libertà;2025-11-16;100,4;OK
2005;Biblioteca Civica;2025-11-16;53,7;OK
2006;Asilo Nido Girotondo;2025-11-16;49,0;OK
2007;Asilo Nido Girotondo;2025-11-16;39,8;OK
2008;Piscina Comunale;2025-11-16;760,6;OK
2009;Piscina Comunale;2025-11-16;282,6;OK
